749220622
1295297075,1,3,0.009580079,2.3483167,8.234077
1295297085,1,3,0.062270507,1.9291883,8.316706
1295297095,1,3,0.41074586,1.5902929,8.889115
1295297105,1,3,0.64066774,1.6405884,8.756191
1295297115,1,3,1.0370435,1.6932788,8.632848
1295297125,1,3,1.1975098,1.4441968,8.468789
1295297135,1,3,1.3723462,1.0681787,8.472382
1295297145,1,3,1.4873071,0.47062135,8.673563
1295297155,1,3,1.5280224,0.37242553,8.756191
1295297165,1,3,1.7256116,0.5676196,8.659193
1295297175,1,3,1.9746937,0.77838135,8.463999
1295297185,1,3,1.905238,1.3615686,8.157436
1295297195,1,3,1.9782861,1.9651135,7.6173596
1295297205,1,3,2.1183949,1.7339941,7.34313
1295297215,1,3,2.1112096,1.0071057,7.5299416
1295297225,1,3,2.0142114,0.11855347,7.9203296
1295297235,1,3,2.0357666,-0.3820056,8.005353
1295297245,1,3,2.0920496,-0.40835083,7.7862086
1295297255,1,3,1.9986438,-0.55923706,7.340735
1295297265,1,3,1.8226099,-0.61073,7.5227566
1295297275,1,3,1.729204,-0.49936157,7.6389146
1295297285,1,3,1.729204,-0.07065307,7.1754785
1295297295,1,3,2.1734803,0.45625123,6.6988697
1295297305,1,3,2.4393275,0.38080812,6.5767236
1295297315,1,3,2.7051744,0.034727782,6.470145
1295297325,1,3,2.9255164,-0.49576905,6.6701293
1295297335,1,3,3.246449,-1.3759388,6.971902
1295297345,1,3,3.1374755,-2.2381458,6.74198
1295297355,1,3,3.131488,-2.7135572,6.6066613
1295297365,1,3,3.026107,-3.0308971,5.9468336
1295297375,1,3,3.3530273,-3.3242872,5.415139
1295297385,1,3,3.4141004,-3.5997143,5.5073476
1295297395,1,3,3.3877552,-3.7793407,5.405559
1295297405,1,3,3.551814,-4.204457,4.8714695
1295297415,1,3,3.817661,-4.5864625,4.6643004
1295297425,1,3,3.6823425,-4.787644,4.7325587
1295297435,1,3,3.2823744,-5.4953723,4.087101
1295297445,1,3,2.8500733,-6.5551686,2.9530592
1295297455,1,3,2.2884412,-7.3838453,1.5160474
1295297465,1,3,2.0525317,-7.0186048,0.25506958
1295297475,1,3,2.3243666,-7.7419004,-2.3806493
1295297485,1,3,2.7518775,-8.741821,-4.7888417
1295297495,1,3,2.8333082,-11.739188,-7.157516
1295297505,1,3,3.685935,-14.811998,-6.8042507
1295297515,1,3,3.6392322,-17.568666,-4.9109874
1295297525,1,3,4.077521,-19.443966,-1.1460168
1295297535,1,3,5.0175657,-18.815273,1.5376025
1295297545,1,3,6.338419,-13.6647835,9.656719
1295297555,1,3,7.249724,-19.655926,7.63652
1295297565,1,3,10.346484,-18.993702,11.549982
1295297575,1,3,5.3313136,-15.599959,3.5949242
1295297585,1,3,1.1148816,-7.829319,2.1854553
1295297595,1,3,-1.0394385,-6.7264123,1.8166223
1295297605,1,3,2.166295,-8.287965,1.8453625
1295297615,1,3,5.898933,-11.6314125,1.2693603
1295297625,1,3,6.9431615,-15.203584,3.4009278
1295297635,1,3,6.218668,-14.168936,4.526587
1295297645,1,3,4.373306,-11.153606,3.5374439
1295297655,1,3,3.4009278,-7.364685,1.6789087
1295297665,1,3,2.877616,-1.3639636,0.92687255
1295297675,1,3,1.7375866,3.1470556,0.34727782
1295297685,1,3,3.258424,0.79514647,2.706372
1295297695,1,3,4.0571632,-2.9015663,7.425758
1295297705,1,3,5.5133348,-8.474776,10.230326
1295297715,1,3,4.572092,-10.169253,8.159832
1295297725,1,3,2.4393275,-7.3275623,6.3683567
1295297735,1,3,-0.82747924,-4.9792457,7.303612
1295297745,1,3,-0.11615845,-4.0260277,5.701344
1295297755,1,3,3.133883,-3.190166,5.170847
1295297765,1,3,4.893025,-2.957849,5.0008006
1295297775,1,3,4.6199927,-2.0573218,6.0031166
1295297785,1,3,4.5529323,1.4310242,6.6066613
1295297795,1,3,5.7276893,5.1217494,4.9385304
1295297805,1,3,7.113208,7.509584,3.9529798
1295297815,1,3,7.756271,8.441246,3.060835
1295297825,1,3,6.8808913,8.383766,-0.043110352
1295297834,1,3,6.098917,8.332273,-0.9699829
1295297844,1,3,5.654641,7.0700974,-2.0441492
1295297854,1,3,5.7073317,2.7890003,-3.8883142
1295297864,1,3,4.2008643,-1.0238708,-4.0104604
1295297874,1,3,-2.4968078,-5.4486694,-1.4477893
1295297884,1,3,-5.3995714,-7.777826,-0.99992067
1295297894,1,3,-3.0919702,-10.626701,-2.4333398
1295297904,1,3,0.2945874,-10.824291,-2.1782703
1295297914,1,3,4.212839,-9.806408,-4.094286
1295297924,1,3,6.3300366,-9.4507475,-5.7564297
1295297934,1,3,5.243895,-10.358459,-8.358618
1295297944,1,3,4.4020457,-12.746294,-9.88185
1295297954,1,3,3.2680042,-15.644268,-9.665101
1295297964,1,3,3.2931519,-17.113611,-7.1048255
1295297974,1,3,4.2643323,-17.68722,-4.5936475
1295297984,1,3,4.240382,-14.524596,-2.0932472
1295297994,1,3,4.670288,-8.382568,-0.086220704
1295298004,1,3,4.397256,-3.417693,-2.586621
1295298014,1,3,3.7565882,-4.348158,-5.973179
1295298024,1,3,3.6464171,-7.3143897,-7.0401597
1295298034,1,3,4.629573,-14.942527,-3.9266346
1295298044,1,3,6.4725404,-18.121916,-1.1831397
