5742475505
6554906790,1,3,-8.432864,-4.0583606,0.23830444
6554906800,1,3,-8.704699,-4.6427455,0.46104127
6554906810,1,3,-8.660391,-5.134922,0.45864624
6554906820,1,3,-8.732242,-5.4606447,1.5232325
6554906830,1,3,-8.537047,-3.6775525,0.59516233
6554906840,1,3,-8.192164,-2.5686584,-0.39637575
6554906850,1,3,-8.183782,-3.988905,0.11496094
6554906860,1,3,-8.408914,-4.077521,0.081430666
6554906870,1,3,-8.630453,-3.8847218,-0.14968872
6554906880,1,3,-8.693921,-4.149371,-0.13771363
6554906890,1,3,-8.423284,-4.543352,-0.124541014
6554906900,1,3,-8.860374,-6.194718,1.22625
6554906910,1,3,-8.693921,-4.3613305,0.09699829
6554906920,1,3,-8.605305,-4.1709266,0.0059875487
6554906930,1,3,-8.58854,-5.7288866,1.5435901
6554906940,1,3,-8.1143265,-4.8547044,0.46223876
6554906950,1,3,-8.343051,-4.277505,-0.3927832
6554906960,1,3,-8.437654,-4.2511597,-0.49337402
6554906970,1,3,-8.272397,-4.518204,-0.24908203
6554906980,1,3,-8.308323,-4.6654983,-0.2574646
6554906990,1,3,-8.435259,-3.5362463,-0.025147704
6554907000,1,3,-9.210048,-4.7696815,0.54247195
6554907010,1,3,-9.183702,-4.5792775,0.8693921
6554907020,1,3,-8.590935,-3.6559973,0.15447876
6554907030,1,3,-8.377778,-3.566184,-0.15687378
6554907040,1,3,-8.484357,-4.021238,0.025147704
6554907050,1,3,-8.213719,-4.6726832,-1.3567786
6554907060,1,3,-8.459209,-6.5934887,1.531615
6554907070,1,3,-8.259225,-4.348158,-1.2681628
6554907080,1,3,-8.541837,-3.4476306,-1.9962487
6554907090,1,3,-8.871152,-4.931345,-0.15447876
6554907100,1,3,-8.7825365,-3.3769774,-0.16046631
6554907110,1,3,-8.731044,-3.98172,0.5376819
6554907120,1,3,-9.423204,-4.93374,0.36524048
6554907130,1,3,-9.0076685,-4.409231,-1.7914746
6554907140,1,3,-8.812474,-4.702621,-1.8202149
6554907150,1,3,-8.21851,-4.916975,-1.5890955
6554907160,1,3,-7.994575,-3.6092944,-2.2141955
6554907170,1,3,-8.465197,-3.7877233,-1.9124231
6554907180,1,3,-8.723859,-4.084706,-2.2465284
6554907190,1,3,-8.928633,-4.5684996,-1.6405884
6554907200,1,3,-8.697514,-4.254752,-1.9160156
6554907210,1,3,-9.140592,-3.490741,-2.3806493
6554907220,1,3,-9.084309,-2.8740234,-2.9542565
6554907230,1,3,-9.050778,-5.0570836,-1.7423767
6554907240,1,3,-8.6280575,-3.8164637,-1.5124549
6554907250,1,3,-8.768167,-4.7301636,-1.4681469
6554907260,1,3,-8.720266,-5.5360875,-0.021555176
6554907270,1,3,-8.763376,-5.677394,-0.29219237
6554907280,1,3,-9.384884,-5.50136,-1.6561561
6554907290,1,3,-9.594448,-6.2150755,-1.2202624
6554907300,1,3,-9.728569,-6.8138304,-0.74365354
6554907310,1,3,-9.418414,-6.3468018,-1.1148816
6554907320,1,3,-9.46871,-5.733677,-1.5280224
6554907330,1,3,-9.656719,-5.7456517,-1.1915222
6554907340,1,3,-9.794433,-5.23671,-1.0262659
6554907350,1,3,-9.547746,-5.181625,-1.2693603
6554907360,1,3,-9.150172,-5.107379,-1.7842896
6554907370,1,3,-8.787327,-3.5853443,-2.9806018
6554907380,1,3,-8.156239,-2.7327173,-3.2093263
6554907390,1,3,-8.401729,-3.566184,-2.9817994
6554907400,1,3,-8.673563,-3.5673816,-2.2261705
